gameid,season,homeOrAway,teamSkaterStatsgoals,teamSkaterStatspim,teamSkaterStatsshots,teamSkaterStatspowerPlayPercentage,teamSkaterStatspowerPlayGoals,teamSkaterStatspowerPlayOpportunities,teamSkaterStatsfaceOffWinPercentage,teamSkaterStatsblocked,teamSkaterStatstakeaways,teamSkaterStatsgiveaways,teamSkaterStatshits,teamid
42,2015,H,3,6,24,33,1,3,46,10,9,6,26,17
42,2016,H,3,8,28,0,0,3,47,7,8,11,15,14
42,2017,H,6,12,31,75,3,4,61,13,9,8,16,18
42,2018,H,4,24,35,43,3,7,48,12,2,12,24,9
42,2019,H,3,9,29,0,0,2,48,11,4,11,28,20
43,2015,A,2,10,28,0,0,1,38,25,14,14,20,22
43,2016,A,2,8,37,0,0,2,52,20,4,4,18,25
43,2017,A,2,8,25,20,1,5,42,18,4,9,19,17
43,2018,A,2,8,31,0,0,3,51,8,3,8,19,54
43,2019,A,4,6,35,33,1,3,56,12,12,8,24,6
43,2015,H,4,4,52,0,0,4,62,13,8,24,16,25
43,2016,H,1,6,28,33,1,3,48,18,6,10,22,18
43,2017,H,4,10,33,33,1,3,58,17,14,11,19,25
43,2018,H,5,6,29,50,2,4,49,20,8,13,31,15
43,2019,H,3,6,34,67,2,3,44,14,15,12,33,54
44,2015,A,4,8,28,100,1,1,64,17,1,11,18,19
44,2016,A,3,8,30,0,0,5,52,4,5,6,19,26
44,2017,A,2,8,42,0,0,4,44,8,7,2,22,9
44,2018,A,2,6,39,33,1,3,54,13,4,13,17,53
44,2019,A,4,10,27,33,1,3,53,11,4,13,16,8
44,2015,H,3,2,18,25,1,4,36,19,5,11,14,20
44,2016,H,6,10,26,25,1,4,48,25,8,8,14,30
44,2017,H,2,8,28,0,0,4,57,8,8,5,12,23
44,2018,H,2,6,25,0,0,3,46,19,5,17,27,24
44,2019,H,5,6,39,40,2,5,47,13,4,7,18,7
45,2015,A,3,11,26,0,0,4,49,17,5,7,22,23
45,2016,A,4,6,27,50,2,4,51,11,9,12,30,4
45,2017,A,2,6,33,0,0,3,32,16,13,5,36,53
45,2018,A,1,15,26,0,0,2,38,8,12,11,27,22
45,2019,A,0,8,25,0,0,5,41,16,3,14,24,1
45,2015,H,0,13,15,0,0,3,51,8,3,11,25,26
45,2016,H,7,8,28,67,2,3,49,9,8,16,20,16
45,2017,H,5,6,28,33,1,3,68,14,12,13,21,54
45,2018,H,4,11,32,50,2,4,62,11,21,10,21,6
45,2019,H,4,10,34,50,2,4,59,10,8,7,19,4
46,2015,A,7,15,27,33,1,3,43,13,3,0,11,9
46,2016,A,3,14,21,20,1,5,55,12,6,8,10,7
46,2017,A,6,31,31,20,1,5,44,18,10,18,22,1
46,2018,A,6,14,30,50,2,4,43,10,2,6,20,21
46,2019,A,2,4,39,0,0,4,61,16,3,14,15,26
46,2015,H,3,13,41,25,1,4,57,8,3,2,21,29
46,2016,H,4,12,34,0,0,6,46,10,11,20,16,20
46,2017,H,3,15,50,25,2,8,56,8,11,10,19,10
46,2018,H,1,8,31,0,0,7,57,2,1,7,15,7
46,2019,H,8,8,25,50,1,2,39,17,16,7,21,23
47,2015,A,0,12,30,0,0,5,54,14,5,8,27,16
47,2016,A,2,6,33,0,0,2,61,16,9,7,18,12
47,2017,A,3,8,36,50,3,6,43,17,6,5,16,5
47,2018,A,5,4,32,67,2,3,41,5,7,14,7,29
47,2019,A,7,4,33,67,2,3,44,19,5,9,25,14
47,2015,H,3,10,29,17,1,6,46,17,3,3,28,4
47,2016,H,3,4,28,0,0,3,39,15,11,13,18,22
47,2017,H,2,12,22,0,0,4,57,16,6,13,26,15
47,2018,H,4,6,41,0,0,2,59,14,12,18,18,13
47,2019,H,3,6,28,50,1,2,56,14,6,7,15,10
48,2015,A,6,8,25,0,0,2,53,9,9,1,6,6
48,2016,A,1,8,24,0,0,3,52,15,3,2,14,19
48,2017,A,3,20,23,25,1,4,51,15,9,4,14,6
48,2018,A,0,10,21,0,0,4,38,8,10,9,30,15
48,2019,A,4,6,34,50,1,2,53,21,6,23,24,17
48,2015,H,2,4,23,25,1,4,47,10,9,3,16,21
48,2016,H,2,6,26,0,0,4,48,9,8,6,13,23
48,2017,H,6,18,37,20,1,5,49,17,12,7,15,21
48,2018,H,6,10,36,25,1,4,62,20,20,9,19,1
48,2019,H,2,4,35,33,1,3,47,15,3,11,32,8
49,2015,A,4,11,29,17,1,6,44,8,6,11,15,53
49,2016,A,2,8,18,25,1,4,42,20,14,6,15,17
49,2017,A,2,8,41,0,0,5,46,12,7,14,21,2
49,2018,A,2,6,43,0,0,3,53,13,6,12,14,28
49,2019,A,3,4,22,67,2,3,47,14,13,6,26,22
49,2015,H,0,17,37,0,0,3,57,15,7,11,23,24
49,2016,H,1,8,33,0,0,4,58,14,18,11,19,3
49,2017,H,3,10,30,0,0,4,54,22,4,13,19,24
49,2018,H,3,8,27,0,0,2,47,20,8,15,25,3
49,2019,H,3,6,31,0,0,2,53,12,10,6,31,1
50,2015,A,3,6,47,0,0,2,50,13,12,11,33,18
50,2016,A,4,6,40,100,2,2,44,27,6,17,17,10
50,2017,A,4,12,37,17,1,6,47,20,4,11,26,20
50,2018,A,2,2,37,0,0,2,47,10,6,5,26,54
50,2019,A,1,17,32,0,0,3,46,13,11,9,41,24
50,2015,H,4,6,28,0,0,2,50,12,14,14,43,2
50,2016,H,5,4,34,33,1,3,56,16,4,15,23,52
50,2017,H,3,14,45,0,0,5,53,9,3,11,19,26
50,2018,H,4,4,22,0,0,1,53,27,11,12,33,5
50,2019,H,2,21,28,17,1,6,55,14,7,9,37,5
51,2015,A,0,11,22,0,0,3,52,10,6,4,29,9
51,2016,A,1,8,29,33,1,3,52,15,11,14,20,1
51,2017,A,4,10,40,20,1,5,50,16,5,11,16,5
51,2018,A,3,8,29,0,0,3,62,22,2,21,24,26
51,2019,A,6,0,37,25,1,4,45,17,5,9,32,19
51,2015,H,2,11,36,0,0,3,48,16,8,6,23,5
51,2016,H,2,6,36,0,0,4,48,18,3,4,29,6
51,2017,H,5,10,34,40,2,5,50,10,8,6,24,14
51,2018,H,0,16,40,0,0,4,38,11,7,16,36,8
51,2019,H,4,8,29,0,0,0,55,13,7,13,32,9
52,2015,A,1,4,27,0,0,1,50,16,5,6,16,16
52,2016,A,3,16,26,0,0,2,61,18,6,9,28,24
52,2017,A,2,25,39,20,1,5,45,11,4,9,13,19
52,2018,A,5,13,35,50,2,4,50,11,4,6,17,10
52,2019,A,5,8,26,50,2,4,49,15,12,3,12,15
52,2015,H,4,2,24,50,1,2,50,19,7,16,29,15
52,2016,H,2,6,22,14,1,7,39,16,2,7,22,4
52,2017,H,5,25,38,20,1,5,55,13,14,13,18,13
52,2018,H,3,15,29,0,0,3,50,7,6,11,23,17
52,2019,H,6,8,38,25,1,4,51,11,10,8,8,18
53,2015,A,0,12,25,0,0,5,47,13,8,11,28,3
53,2016,A,2,20,34,0,0,3,48,20,5,5,14,28
53,2017,A,1,14,31,100,1,1,48,9,3,5,22,25
53,2018,A,4,10,28,0,0,4,50,22,6,9,18,23
53,2019,A,2,6,40,0,0,2,52,9,7,6,25,30
53,2015,H,3,12,32,0,0,5,54,17,5,21,17,8
53,2016,H,3,6,20,20,1,5,53,15,2,10,24,5
53,2017,H,4,7,31,33,1,3,52,14,6,12,16,18
53,2018,H,1,8,34,0,0,5,50,13,10,15,22,14
53,2019,H,5,6,32,0,0,2,48,20,8,14,29,52
54,2015,A,5,6,22,67,2,3,34,14,6,2,21,25
54,2016,A,2,10,29,0,0,2,54,17,5,11,43,53
54,2017,A,5,17,34,25,1,4,47,17,10,8,32,30
54,2018,A,3,14,34,0,0,4,54,15,5,2,13,20
54,2019,A,5,4,34,67,2,3,44,6,8,11,29,28
54,2015,H,3,19,33,0,0,2,66,8,6,4,24,14
54,2016,H,5,6,43,25,1,4,46,19,11,12,24,8
54,2017,H,2,15,38,20,1,5,53,15,5,10,25,16
54,2018,H,5,10,32,33,2,6,46,11,9,2,16,19
54,2019,H,4,6,30,0,0,2,56,18,7,12,31,16
55,2015,A,2,10,26,17,1,6,43,5,4,1,29,7
55,2016,A,4,11,16,0,0,2,49,19,4,5,32,21
55,2017,A,4,10,20,0,0,2,45,15,4,4,19,52
55,2018,A,0,60,29,0,0,2,49,6,7,9,19,52
55,2019,A,2,10,29,50,1,2,36,19,9,12,20,20
55,2015,H,3,12,29,40,2,5,57,9,4,4,31,13
55,2016,H,0,9,27,0,0,3,51,7,10,6,29,14
55,2017,H,2,4,32,20,1,5,55,9,4,8,18,23
55,2018,H,3,16,30,0,0,9,51,6,8,10,19,18
55,2019,H,2,6,36,25,1,4,64,14,6,23,20,25
56,2015,A,4,10,29,25,1,4,44,17,4,15,31,19
56,2016,A,4,8,29,0,0,1,44,14,4,2,17,15
56,2017,A,4,17,33,33,1,3,43,17,5,9,26,17
56,2018,A,3,4,30,20,1,5,53,12,9,4,8,16
56,2019,A,2,4,41,0,0,1,57,13,6,8,19,6
56,2015,H,2,8,26,0,0,5,57,13,8,13,29,22
56,2016,H,2,2,28,25,1,4,56,8,16,5,14,13
56,2017,H,2,11,35,17,1,6,57,6,8,10,24,53
56,2018,H,4,10,46,0,0,2,47,9,10,4,18,30
56,2019,H,4,2,36,50,1,2,43,11,11,13,13,21
57,2015,A,4,18,24,20,1,5,42,15,4,4,21,30
57,2016,A,2,6,33,33,1,3,38,20,3,2,12,10
57,2017,A,2,6,25,0,0,3,47,16,4,8,27,7
57,2018,A,2,4,27,25,1,4,47,14,6,10,31,22
57,2019,A,1,4,38,0,0,4,47,11,4,9,21,54
57,2015,H,3,24,30,0,0,7,58,8,4,6,22,53
57,2016,H,3,6,27,0,0,3,62,13,10,10,16,30
57,2017,H,3,6,26,33,1,3,53,15,14,20,23,28
57,2018,H,1,8,24,0,0,2,53,15,7,11,23,3
57,2019,H,4,8,29,0,0,2,53,12,9,10,15,53
58,2015,A,1,14,34,0,0,1,63,5,4,2,26,28
58,2016,A,4,15,39,17,1,6,39,15,6,7,21,26
58,2017,A,5,30,28,60,3,5,41,9,7,4,27,15
58,2018,A,1,4,21,0,0,3,37,17,7,9,23,54
58,2019,A,2,8,43,0,0,2,44,14,2,9,13,13
58,2015,H,1,4,32,17,1,6,37,7,5,9,35,1
58,2016,H,3,29,20,25,1,4,61,20,4,13,10,25
58,2017,H,2,22,23,25,1,4,59,9,6,6,22,1
58,2018,H,0,6,26,0,0,2,63,17,3,10,26,4
58,2019,H,2,4,32,0,0,4,56,10,6,11,14,7
59,2015,A,6,10,34,0,0,1,59,13,5,3,29,10
59,2016,A,4,12,32,25,2,8,54,14,15,7,9,12
59,2017,A,1,8,38,0,0,4,47,14,1,5,13,3
59,2018,A,1,2,37,0,0,5,46,9,14,15,23,26
59,2019,A,2,6,23,0,0,1,56,15,6,8,28,24
59,2015,H,3,4,27,25,1,4,41,12,7,11,43,29
59,2016,H,2,16,26,0,0,6,46,17,5,11,17,20
59,2017,H,3,10,43,0,0,3,53,13,11,5,11,29
59,2018,H,5,10,22,100,1,1,55,27,12,6,19,9
59,2019,H,1,2,27,0,0,3,44,15,12,12,16,29
60,2015,A,5,4,36,33,1,3,57,11,4,1,17,12
60,2016,A,1,4,35,0,0,3,42,18,7,12,22,19
60,2017,A,1,16,18,0,0,2,45,26,4,1,19,24
60,2018,A,5,14,57,11,1,9,46,8,5,1,12,12
60,2019,A,2,6,19,40,2,5,52,15,5,9,20,2
60,2015,H,3,6,20,0,0,2,43,6,5,8,17,17
60,2016,H,3,6,23,0,0,2,58,30,12,12,22,22
60,2017,H,3,4,39,25,2,8,55,10,6,6,10,21
60,2018,H,4,22,23,40,2,5,55,18,7,11,19,30
60,2019,H,5,10,40,0,0,2,49,21,12,15,17,12
61,2015,A,1,8,20,0,0,2,48,18,1,11,15,20
61,2016,A,1,10,28,0,0,5,52,9,2,5,27,7
61,2017,A,6,11,28,29,2,7,49,24,6,9,9,9
61,2018,A,2,14,34,33,1,3,49,12,14,7,21,17
61,2019,A,4,8,27,50,1,2,50,9,8,15,18,22
61,2015,H,3,4,30,0,0,4,53,10,6,13,17,52
61,2016,H,2,10,20,20,1,5,48,12,2,7,13,23
61,2017,H,0,19,25,0,0,3,51,6,10,9,12,20
61,2018,H,8,14,39,33,1,3,52,9,15,9,21,6
61,2019,H,1,4,21,0,0,4,50,11,9,22,21,3
62,2015,A,4,15,32,0,0,4,49,10,3,8,11,19
62,2016,A,2,8,25,0,0,4,65,20,4,8,26,53
62,2017,A,6,13,27,0,0,1,59,10,19,7,17,17
62,2018,A,3,12,28,50,1,2,48,25,14,10,32,5
62,2019,A,2,18,21,0,0,4,56,11,6,9,19,14
62,2015,H,3,13,34,0,0,5,51,10,3,8,15,23
62,2016,H,3,10,31,0,0,3,35,15,6,7,19,2
62,2017,H,3,9,27,0,0,3,42,10,19,11,18,54
62,2018,H,3,4,40,17,1,6,52,10,8,15,26,8
62,2019,H,4,18,34,0,0,4,44,19,3,16,24,9
63,2015,A,3,14,25,0,0,2,49,41,6,14,21,21
63,2016,A,2,4,34,0,0,4,47,9,1,1,10,16
63,2017,A,4,4,22,0,0,2,57,14,4,15,33,10
63,2018,A,2,16,32,0,0,5,52,17,6,7,20,29
63,2019,A,4,4,32,25,1,4,59,15,3,9,18,18
63,2015,H,0,8,35,0,0,5,51,12,3,13,20,24
63,2016,H,3,8,28,100,2,2,53,20,3,2,20,29
63,2017,H,3,4,34,50,1,2,43,27,6,20,21,8
63,2018,H,8,12,31,57,4,7,48,12,11,10,22,14
63,2019,H,7,8,38,0,0,2,41,14,4,12,26,26
64,2015,A,1,8,26,20,1,5,52,14,2,7,27,30
64,2016,A,3,21,33,75,3,4,50,7,3,5,24,18
64,2017,A,1,4,29,0,0,3,41,26,5,5,20,19
64,2018,A,3,10,30,25,1,4,58,23,12,13,15,23
64,2019,A,0,6,31,0,0,4,46,11,7,7,11,1
64,2015,H,2,10,37,25,1,4,48,8,1,8,26,26
64,2016,H,5,15,43,29,2,7,50,11,9,5,18,17
64,2017,H,2,6,27,50,1,2,59,7,7,7,26,14
64,2018,H,2,8,26,0,0,5,42,6,11,14,18,13
64,2019,H,3,8,32,33,1,3,54,13,11,10,23,6
65,2015,A,1,10,22,0,0,3,48,17,1,18,19,17
65,2016,A,4,16,29,0,0,5,57,17,11,12,22,8
65,2017,A,3,8,19,20,1,5,43,20,7,3,28,1
65,2018,A,4,6,28,33,1,3,47,19,10,1,14,10
65,2019,A,3,8,29,50,1,2,57,20,7,11,26,19
65,2015,H,4,6,41,40,2,5,52,12,7,6,18,8
65,2016,H,2,14,21,17,1,6,43,6,8,6,31,6
65,2017,H,2,12,31,0,0,3,57,11,18,16,34,3
65,2018,H,2,6,27,33,1,3,53,18,2,11,28,15
65,2019,H,6,4,38,0,0,4,44,6,9,15,30,8
66,2015,A,3,20,25,33,2,6,45,21,4,7,32,18
66,2016,A,4,6,35,50,2,4,53,17,5,1,13,14
66,2017,A,2,14,23,0,0,2,47,10,6,11,20,15
66,2018,A,2,4,22,0,0,1,47,11,8,7,24,2
66,2019,A,5,2,41,0,0,3,59,12,3,12,14,10
66,2015,H,3,28,41,0,0,2,55,15,6,5,35,9
66,2016,H,1,8,28,0,0,3,47,15,9,12,18,9
66,2017,H,8,14,37,50,1,2,53,16,4,11,23,4
66,2018,H,5,2,29,50,1,2,53,11,9,9,13,18
66,2019,H,2,6,27,0,0,1,41,24,7,16,21,17
67,2015,A,1,8,32,0,0,3,51,12,9,8,26,7
67,2016,A,0,16,30,0,0,4,37,11,3,4,16,28
67,2017,A,3,6,46,20,1,5,59,17,7,9,23,13
67,2018,A,3,6,25,50,1,2,45,24,6,13,16,24
67,2019,A,2,7,37,0,0,3,53,16,3,20,28,13
67,2015,H,2,6,22,25,1,4,49,8,3,6,29,14
67,2016,H,3,12,32,0,0,6,63,14,3,9,17,17
67,2017,H,4,10,33,33,1,3,41,6,11,2,21,5
67,2018,H,5,4,51,67,2,3,55,15,10,11,14,25
67,2019,H,2,11,28,0,0,1,47,20,10,20,24,2
68,2015,A,4,4,37,50,1,2,51,10,1,6,23,25
68,2016,A,2,17,28,33,1,3,49,8,5,12,21,21
68,2017,A,1,4,29,25,1,4,55,14,5,10,9,12
68,2018,A,3,6,38,50,2,4,49,20,6,4,21,19
68,2019,A,3,6,35,0,0,3,46,11,11,6,26,29
68,2015,H,2,6,26,0,0,1,49,13,2,5,36,13
68,2016,H,5,11,38,17,1,6,51,4,7,7,16,13
68,2017,H,2,8,21,0,0,2,45,19,6,17,22,52
68,2018,H,4,8,50,33,1,3,51,14,7,9,18,16
68,2019,H,2,6,32,0,0,3,54,10,9,10,29,12
69,2015,A,1,12,27,0,0,4,56,12,3,1,32,10
69,2016,A,1,6,29,0,0,3,50,4,4,2,21,30
69,2017,A,1,17,23,0,0,4,48,15,4,11,15,21
69,2018,A,3,8,23,33,1,3,42,19,2,5,26,7
69,2019,A,3,4,33,25,1,4,51,15,12,14,29,52
69,2015,H,2,10,33,0,0,5,44,12,7,9,21,5
69,2016,H,2,6,32,0,0,3,50,7,4,12,27,1
69,2017,H,3,13,36,17,1,6,52,9,8,6,26,25
69,2018,H,0,8,36,0,0,3,58,12,2,6,30,53
69,2019,H,2,8,29,50,1,2,49,15,11,18,36,16
70,2015,A,1,6,19,0,0,4,52,10,7,12,16,12
70,2016,A,3,10,30,20,1,5,51,10,6,9,19,12
70,2017,A,5,6,35,0,0,3,34,11,3,2,8,29
70,2018,A,3,8,41,0,0,4,56,9,9,3,14,20
70,2019,A,4,12,25,40,2,5,54,20,5,14,18,15
70,2015,H,4,10,34,100,2,2,48,19,15,15,19,15
70,2016,H,6,12,27,25,1,4,49,23,3,9,13,4
70,2017,H,4,6,21,67,2,3,66,13,5,7,18,30
70,2018,H,2,10,26,0,0,3,44,19,3,4,17,21
70,2019,H,1,10,25,0,0,6,46,10,6,12,20,25
71,2015,A,3,6,25,0,0,2,43,14,11,12,17,28
71,2016,A,4,4,26,33,1,3,46,15,7,6,21,3
71,2017,A,1,16,38,25,1,4,42,22,3,1,21,18
71,2018,A,2,16,39,0,0,3,39,13,17,2,11,28
71,2019,A,7,8,35,50,2,4,49,16,2,3,14,5
71,2015,H,6,4,34,33,1,3,57,12,10,7,30,2
71,2016,H,2,6,28,0,0,2,54,13,10,19,24,15
71,2017,H,2,12,35,0,0,6,58,12,10,1,21,16
71,2018,H,3,6,36,13,1,8,61,12,14,8,19,1
71,2019,H,4,12,33,50,1,2,51,10,9,3,26,30
72,2015,A,1,19,23,0,0,2,44,20,6,8,45,29
72,2016,A,4,12,34,50,1,2,47,24,3,6,27,10
72,2017,A,6,6,29,67,2,3,51,13,2,3,34,6
72,2018,A,3,6,31,50,1,2,35,18,7,1,18,24
72,2019,A,2,8,36,0,0,3,49,11,12,2,16,53
72,2015,H,4,13,30,40,2,5,56,10,7,8,25,16
72,2016,H,4,4,35,0,0,6,53,11,6,10,12,16
72,2017,H,2,6,31,33,1,3,49,17,3,8,34,53
72,2018,H,2,4,31,33,1,3,65,12,10,4,22,19
72,2019,H,3,6,32,25,1,4,51,14,10,10,20,21
73,2015,A,5,13,28,25,1,4,57,19,8,6,14,22
73,2016,A,1,8,35,0,0,2,61,16,4,9,26,5
73,2017,A,6,13,31,60,3,5,49,27,6,13,24,9
73,2018,A,1,4,43,0,0,2,41,12,7,15,21,12
73,2019,A,2,4,32,33,1,3,44,17,10,4,22,4
73,2015,H,2,13,24,25,1,4,43,20,5,6,21,20
73,2016,H,5,4,30,25,1,4,39,18,5,8,6,18
73,2017,H,1,27,36,0,0,3,51,9,5,19,37,22
73,2018,H,3,4,26,50,1,2,59,21,3,18,22,52
73,2019,H,2,6,24,0,0,2,56,19,7,13,22,23
74,2015,A,5,13,43,50,3,6,48,23,4,5,32,6
74,2016,A,3,15,26,0,0,2,34,12,12,3,19,29
74,2017,A,5,18,27,20,1,5,43,15,7,4,17,20
74,2018,A,1,4,34,0,0,3,52,21,4,11,29,26
74,2019,A,2,6,35,0,0,4,61,11,13,12,25,20
74,2015,H,3,17,24,25,1,4,52,17,6,4,19,53
74,2016,H,0,9,32,0,0,5,66,18,7,12,11,25
74,2017,H,2,14,29,0,0,7,57,13,2,6,9,23
74,2018,H,4,6,25,50,1,2,48,21,8,18,26,10
74,2019,H,6,8,30,0,0,3,39,19,14,10,24,54
75,2015,A,2,9,24,0,0,3,44,18,4,10,30,1
75,2016,A,6,8,40,50,2,4,49,14,14,6,14,19
75,2017,A,2,6,25,0,0,3,56,15,4,4,25,7
75,2018,A,3,17,28,50,1,2,57,20,3,14,39,17
75,2019,A,7,12,28,50,1,2,53,16,2,17,15,5
75,2015,H,1,11,27,0,0,2,57,6,9,17,28,3
75,2016,H,4,10,27,0,0,3,51,11,9,15,16,20
75,2017,H,4,6,30,100,3,3,44,12,6,16,27,26
75,2018,H,7,11,35,20,1,5,43,20,8,15,18,8
75,2019,H,2,4,29,17,1,6,47,18,4,10,23,52
76,2015,A,4,20,41,17,1,6,56,9,7,13,21,19
76,2016,A,3,11,25,33,2,6,43,21,3,5,20,23
76,2017,A,3,4,23,0,0,3,35,24,4,20,27,2
76,2018,A,1,4,38,25,1,4,48,12,2,7,19,25
76,2019,A,5,6,36,100,3,3,62,14,3,9,23,54
76,2015,H,2,18,29,29,2,7,44,9,6,12,30,52
76,2016,H,3,17,31,33,1,3,57,8,8,10,31,26
76,2017,H,1,8,41,100,1,1,65,20,6,27,16,28
76,2018,H,4,8,24,0,0,2,52,15,6,15,25,9
76,2019,H,2,6,38,0,0,3,39,10,1,12,29,26
77,2015,A,1,4,35,0,0,1,53,10,6,11,20,30
77,2016,A,3,8,32,0,0,2,56,11,3,10,24,22
77,2017,A,1,10,22,0,0,3,33,13,11,11,21,6
77,2018,A,2,11,31,25,1,4,52,17,8,6,20,30
77,2019,A,1,4,33,0,0,4,46,16,13,7,10,20
77,2015,H,4,2,22,0,0,2,47,20,4,11,20,24
77,2016,H,0,4,31,0,0,4,44,7,7,11,29,52
77,2017,H,3,6,26,0,0,4,67,10,19,8,19,54
77,2018,H,4,13,28,33,1,3,48,12,5,11,9,18
77,2019,H,3,8,20,0,0,2,54,17,13,12,11,28
78,2015,A,2,4,24,50,1,2,33,9,9,4,20,22
78,2016,A,3,16,29,0,0,3,48,11,9,5,17,30
78,2017,A,3,8,31,0,0,3,48,15,2,3,17,7
78,2018,A,0,19,24,0,0,3,56,7,5,1,13,25
78,2019,A,2,8,32,0,0,4,50,10,9,7,26,24
78,2015,H,1,4,34,0,0,2,67,6,5,17,25,23
78,2016,H,6,22,33,0,0,1,52,23,5,9,31,2
78,2017,H,1,6,26,0,0,4,52,15,1,11,27,24
78,2018,H,3,13,34,17,1,6,44,7,11,8,15,1
78,2019,H,4,10,23,67,2,3,50,12,7,13,24,6
79,2015,A,1,28,23,17,1,6,41,22,1,3,31,21
79,2016,A,2,4,29,0,0,1,52,8,3,4,18,53
79,2017,A,2,6,25,0,0,2,31,14,0,4,34,2
79,2018,A,2,17,33,33,1,3,37,23,4,11,23,21
79,2019,A,2,12,35,0,0,6,51,12,3,12,24,30
79,2015,H,2,32,40,0,0,4,59,10,4,16,21,26
79,2016,H,3,2,26,50,1,2,48,28,9,22,20,3
79,2017,H,3,4,27,33,1,3,69,18,5,13,26,26
79,2018,H,2,11,43,17,1,6,63,17,14,17,31,3
79,2019,H,0,14,26,0,0,5,49,21,5,19,16,9
80,2015,A,0,2,22,0,0,2,60,10,9,6,27,28
80,2016,A,2,4,19,0,0,2,35,21,4,10,23,23
80,2017,A,3,12,26,20,1,5,43,10,5,12,25,14
80,2018,A,5,16,26,33,1,3,54,14,7,16,29,13
80,2019,A,6,6,34,20,1,5,48,10,5,5,30,13
80,2015,H,4,4,28,100,1,1,40,21,8,7,21,3
80,2016,H,4,4,37,50,1,2,65,9,5,8,37,24
80,2017,H,2,10,31,0,0,6,57,6,4,16,15,17
80,2018,H,5,18,26,0,0,2,46,13,4,11,23,4
80,2019,H,4,10,21,0,0,3,52,12,5,5,25,1
81,2015,A,2,11,20,20,1,5,52,4,4,2,12,53
81,2016,A,1,8,32,0,0,1,49,13,4,12,39,4
81,2017,A,4,8,37,20,1,5,46,14,8,3,15,14
81,2018,A,3,4,26,0,0,0,39,17,12,5,33,23
81,2019,A,2,2,23,50,1,2,61,22,8,17,22,19
81,2015,H,3,15,25,0,0,3,49,10,3,5,19,1
81,2016,H,3,2,33,25,1,4,51,16,2,16,32,8
81,2017,H,4,10,34,50,2,4,54,13,7,15,20,1
81,2018,H,2,2,28,0,0,1,61,12,4,6,34,5
81,2019,H,3,4,32,0,0,1,39,18,9,23,33,2
82,2015,A,2,14,32,0,0,2,48,12,7,7,30,25
82,2016,A,2,4,31,40,2,5,55,25,6,4,35,20
82,2017,A,5,16,33,33,1,3,49,17,7,10,20,5
82,2018,A,2,2,40,0,0,4,51,13,3,11,16,12
82,2019,A,0,4,25,0,0,2,57,8,3,5,18,25
82,2015,H,1,10,35,0,0,4,52,17,1,13,37,4
82,2016,H,2,10,34,0,0,2,45,13,2,4,11,16
82,2017,H,4,10,32,33,2,6,51,11,5,23,25,3
82,2018,H,4,8,27,100,1,1,49,20,10,9,16,14
82,2019,H,4,4,22,50,1,2,43,8,2,5,19,7
83,2015,A,2,6,33,0,0,2,46,14,0,6,31,13
83,2016,A,5,13,33,25,1,4,53,16,10,15,16,30
83,2017,A,1,13,41,17,1,6,43,10,7,5,22,13
83,2018,A,1,6,32,33,1,3,61,10,6,5,12,53
83,2019,A,6,11,25,25,1,4,42,16,7,8,11,21
83,2015,H,3,4,35,67,2,3,54,11,5,8,31,5
83,2016,H,0,15,27,0,0,3,47,8,9,16,26,6
83,2017,H,5,17,39,25,1,4,57,22,5,10,13,4
83,2018,H,2,8,28,0,0,2,39,18,5,6,15,30
83,2019,H,3,25,32,0,0,2,58,19,9,15,29,15
84,2015,A,4,21,29,0,0,1,39,28,4,4,26,2
84,2016,A,3,6,31,33,1,3,48,9,5,3,22,53
84,2017,A,2,6,30,0,0,2,45,17,4,10,24,10
84,2018,A,5,6,35,100,2,2,62,15,4,17,12,22
84,2019,A,1,8,28,33,1,3,52,16,5,11,31,22
84,2015,H,0,11,37,0,0,6,62,8,4,4,39,29
84,2016,H,5,6,35,67,2,3,53,9,3,8,14,1
84,2017,H,0,4,30,0,0,3,55,9,9,12,24,15
84,2018,H,4,4,33,33,1,3,38,12,9,14,17,52
84,2019,H,3,8,35,0,0,3,48,13,10,7,36,16
85,2015,A,0,19,38,0,0,3,52,12,8,14,46,19
85,2016,A,3,8,25,50,2,4,47,18,8,4,27,7
85,2017,A,3,23,24,50,1,2,44,16,10,10,18,23
85,2018,A,1,6,27,0,0,6,48,23,8,7,28,7
85,2019,A,2,6,29,0,0,3,45,15,2,11,31,30
85,2015,H,3,11,36,0,0,2,48,18,10,18,25,8
85,2016,H,3,8,41,75,3,4,53,14,5,13,20,4
85,2017,H,0,11,32,0,0,3,56,14,6,9,20,9
85,2018,H,4,12,29,33,1,3,52,18,17,9,33,54
85,2019,H,4,6,34,67,2,3,55,11,6,14,11,10
86,2015,A,4,6,29,50,1,2,51,14,7,5,10,14
86,2016,A,2,4,22,25,1,4,53,20,5,3,27,13
86,2017,A,1,12,21,17,1,6,35,10,8,6,10,21
86,2018,A,2,13,25,40,2,5,60,23,4,17,21,19
86,2019,A,3,10,22,100,1,1,40,25,5,12,37,14
86,2015,H,4,4,33,0,0,3,49,17,3,9,18,18
86,2016,H,3,8,22,50,1,2,47,20,5,3,27,5
86,2017,H,4,12,34,20,1,5,65,11,5,14,23,18
86,2018,H,3,15,23,25,1,4,40,19,6,15,19,8
86,2019,H,1,2,34,20,1,5,60,11,4,13,22,8
